会社,証券コード,時価総額,売上高 (通期),営業利益 (通期),売上成長率（％） (通期),営業利益率 (%) (通期)
"シンプレクス・ホールディングス","4373","136961193600","40708000000","8850000000","16.488296228466766","21.740198486783925"
"サイボウズ","4776","136326155200","25432000000","3394000000","15.249014365341921","13.345391632588866"
"トラスコ中山","9830","135713977664","268154000000","18519000000","8.805330022357197","6.90610619271016"
"エス・エム・エス","2175","134231932800","53973000000","8269000000","18.188188407383905","15.320623274600262"
"ベルク","9974","133136564000","346072000000","14495000000","13.26","4.188434776578284"
"タクマ","6013","132800000000","149166000000","10229000000","4.567090311319234","6.857460815467331"
"エレコム","6750","132337737700","110169000000","12380000000","6.210533419456851","11.237280904791728"
"鳥居薬品","4551","131904000000","54638000000","5035000000","11.743291884816756","9.215198213697427"
"文化シヤッター","5930","131614195801","221076000000","14472000000","10.993628846414524","6.546165119687347"
"信越ポリマー","7970","131371167840","104379000000","11050000000","-3.600916160254158","10.586420640167084"
"AREホールディングス","5857","131041083072","322253000000","12367000000","10.191178632855639","3.837667919305639"
"TOWA","6315","130578832032","50471000000","8661000000","-6.227242395341676","17.160349507638053"
"ジャックス","8584","130494478920","184782000000","33126000000","6.4989107004945055","17.927070818586227"
"イエローハット","9882","130399257352","146641000000","14475000000","-0.350645908791293","9.871045614800773"
"NTN","6472","130027593293.4","836285000000","28149000000","8.052741743759356","3.365957777551911"
"北國フィナンシャルホールディングス","7381","129824197300","90839000000","","7.193514508572974",""
"TOKAIホールディングス","3167","129483338679","231513000000","15511000000","0.5747426039358885","6.699839749819665"
"ホシデン","6804","128961176400","218910000000","12925000000","-21.040671754844112","5.904252889315244"
"メガチップス","6875","128484992000","57942000000","5483000000","-18.0715158661462","9.462911187049118"
"前田工繊","7821","126698018932","55833000000","10736000000","11.212254003665052","19.228771515053822"
"KeePer技研","6036","125849738000","20574582000","6101308000","20.72214373086119","29.654590309538243"
"東海東京フィナンシャル・ホールディングス","8616","125600579430","89201000000","15304000000","21.555401114699578","17.156758332305692"
"東京都競馬","9672","125270939170","37544000000","13362000000","5.905695243498883","35.5902407841466"
"中国塗料","4617","124795000000","116174000000","12185000000","16.78008866014615","10.488577478609672"
"山善","8051","124659508980","506866000000","9887000000","-3.8684679182874504","1.9506141662687968"
"東洋建設","1890","124569961560","186781000000","10887000000","10.94736592001236","5.828751318388916"
"長谷川香料","4958","123853646600","71645000000","9371000000","10.437155100656653","13.079768302044803"
"コメダホールディングス","3543","123317812800","43236000000","8717000000","14.27","20.161439541123137"
"持田製薬","4534","122714250000","102885000000","5802000000","-0.3641258558410243","5.639306021285901"
"あいちフィナンシャルグループ","7389","122615178816","88687000000","","18.806933876326212",""
